,cagr,ann_vol,sharpe,sortino,calmar,max_drawdown,ann_turnover,cost_drag,beta
equal_weight,0.09647509856401526,0.11668495944301274,0.847991438343193,1.180882595929737,0.3674661868393441,-0.2625414310737496,1.6382572005716072,0.0008191286002858036,0.6005919591735743
erc,0.04263959833441233,0.048148293464345536,0.8913695715210187,1.2645293692142519,0.3372618957606738,-0.12642874534711757,2.4247174731304852,0.0012123587365652426,0.18708280365551108
inverse_vol,0.05186230548083692,0.062172699197779235,0.8444657485858466,1.1722891929035617,0.3869389926049989,-0.13403225436568966,1.711769501268881,0.0008558847506344405,0.29309019184943713
mvo,0.05654278723856643,0.13363318225799886,0.47863422485445895,0.6509940485986884,0.24044852735859404,-0.2351554732304144,96.61744903795011,0.048308724518975055,0.53730819254478
mvo_ls,-0.03802307729451071,0.1422798101091743,-0.20114463531973603,-0.27186062603019234,-0.09918926051884798,-0.3833386507331159,184.5492531914677,0.09227462659573385,0.2230210352374033
