date,equal_weight,erc,inverse_vol,mvo,mvo_ls,SPY
2017-01-04,1.0070469760632315,1.0046172674543439,1.0056778161958138,1.004022171002574,0.9955117235322827,
2017-01-05,1.0111647077356203,1.0097712495196463,1.0107060094143179,1.0039546090742055,0.989737765857655,0.9991834234969889
2017-01-06,1.0108190016774814,1.0074971300987403,1.008905794762958,1.0059193250180607,0.9948326257509049,1.003215269980606
2017-01-09,1.00726733055807,1.0072192765507544,1.0078138668505578,0.9955675038931499,0.9811760497856243,0.9999999999999998
2017-01-10,1.0066984647245045,1.0066982611526747,1.00718132855968,0.9926946953741211,0.9763743787836613,0.999795855874247
2017-01-11,1.0116377418768006,1.010261911612049,1.0111656964646782,1.0002495118733572,0.9845629065600418,1.0022455853832803
2017-01-12,1.01208927101945,1.010944840503708,1.0117859710040749,1.0022326516720057,0.9857229772939068,1.0001020720628762
2017-01-13,1.0124860114526881,1.0104286103202775,1.0114156431418644,1.0017454078769614,0.9853897787034317,1.0022966214147184
2017-01-17,1.0143746272163345,1.0135469552082097,1.014744198787174,1.0019779013347696,0.9814271983825812,0.9989282433397976
2017-01-18,1.011868141342428,1.009386343673536,1.0110088986170538,1.0042702378678212,0.9869173214523347,1.0009696845973255
2017-01-19,1.0069535140214165,1.0051671627406746,1.0063785393409292,1.0030186105049734,0.9868161723357766,0.997703378585281
2017-01-20,1.011462341863967,1.0086576878153892,1.0104038877875063,1.0072875590112185,0.9889834964540597,1.0009696845973253
2017-01-23,1.0132143248725798,1.01163676993772,1.013495367503651,1.005632958313105,0.9869890027761521,0.9984178830254155
2017-01-24,1.0181706989116317,1.0131252192682345,1.0160246422689228,1.0122039594810766,0.9925738246752851,1.0047463509237518
2017-01-25,1.021492294708156,1.0135854779650946,1.0174159890972883,1.0145018084725794,0.9964172189205235,1.0133714402368066
2017-01-26,1.0204551162353566,1.013191089574092,1.0168284576831503,1.016332926585353,0.9990550878720696,1.0124017556394809
2017-01-27,1.0186013569960533,1.0130452332346473,1.0163482835386826,1.0126788573051717,0.994596695237381,1.010870674696335
2017-01-30,1.012132272429363,1.0090968421267081,1.0116855872125958,1.0034030182037166,0.9862426618271456,1.0047463509237515
2017-01-31,1.015792704235839,1.0126320734057075,1.014962035506623,1.0042347369412543,0.9821739672279688,1.004338062672246
2017-02-01,1.0143806117036445,1.0113543738418378,1.0136086682491703,1.0054410128872782,0.9836150663968667,1.0049504950495043
2017-02-02,1.0170952716895092,1.0132502236437644,1.015914394953782,1.0060864545078856,0.9834709803181746,1.0055118913953245
2017-02-03,1.0229022891020616,1.0165773316177256,1.0194957812895518,1.0126599904399243,0.9873516479607124,1.0124527916709192
2017-02-06,1.0218939851642301,1.0183977653108776,1.0205532122303522,1.010378634365994,0.9823958523563042,1.0108196386648969
2017-02-07,1.020654366965568,1.0181118550312438,1.020225322636157,1.0053980288165316,0.9773287718356318,1.0107686026334586
2017-02-08,1.025815760483529,1.0229897453116792,1.0255098168099162,1.0083466313285319,0.976863423006488,1.0119934673879751
2017-02-09,1.0280529704066743,1.0222920100924437,1.025342493674609,1.0122503082239491,0.9833290806899312,1.0178626110033675
2017-02-10,1.0341476434202626,1.0256318632068855,1.0293294377807463,1.0191028432206255,0.988305071420077,1.021894457486985
2017-02-13,1.0366841808576885,1.0264123176389621,1.0306835967611465,1.022099770619979,0.9915956404843772,1.0271511687251191
2017-02-14,1.0374628292907404,1.0259923699921305,1.0301618396337298,1.0238569526217438,0.9920303087981892,1.0316933755231186
2017-02-15,1.0408624906975616,1.0276167059574832,1.0321316612987652,1.0250256682053538,0.9897225924242158,1.0369500867612529
2017-02-16,1.0412359124181432,1.0290230052448137,1.033502013310765,1.0208878016617182,0.9862670317426685,1.0362866183525563
2017-02-17,1.0421203034804591,1.0309622572918908,1.0354768214409285,1.0195034293000484,0.9850536413372258,1.0376135551699492
2017-02-21,1.0490279647239535,1.0347118236889745,1.0403828821140524,1.022791349305948,0.98642081277186,1.043788914973971
2017-02-22,1.048185684138863,1.03478364214112,1.0404676913465856,1.0180735493947985,0.98141187315255,1.0431254465652744
2017-02-23,1.0511068475274412,1.037447581474945,1.042977920692508,1.0184156995793265,0.9780293958796742,1.0437889149739712
2017-02-24,1.0536594221144902,1.0409157702845686,1.0465315262775736,1.0168169074148865,0.9694598315799695,1.0452179238542407
2017-02-27,1.053271207379215,1.0393373560920456,1.045043747807773,1.0168010075995482,0.9718896597027546,1.0466469327345103
2017-02-28,1.051336774956948,1.037947976260756,1.0432162180489608,1.0148158036233064,0.9679464331973548,1.0440440951311623
2017-03-01,1.061165647602118,1.041510333045457,1.047855507426598,1.0297682200732958,0.9839755430848351,1.0583341839338571
2017-03-02,1.0506818859432476,1.0337174268376221,1.0399297182777554,1.0164943406786386,0.9761959277321927,1.0520057160355207
2017-03-03,1.0524088643574394,1.0351922189109992,1.0413549953587866,1.0197049366770423,0.9767036386537035,1.052567112381341
2017-03-06,1.0478624588729217,1.0321827106435943,1.0380486764562815,1.0176403320682192,0.977032968850465,1.049709094620802
2017-03-07,1.0419996687850177,1.0273747641682107,1.0328589610151522,1.0129224036507694,0.9738053774924741,1.0462386444830047
2017-03-08,1.0321441920553382,1.0204470535898789,1.0254325252879772,1.0039876822422753,0.9645618396045732,1.044452383382668
2017-03-09,1.0283692077547113,1.0173741634108087,1.0220196227279261,1.002113368339931,0.9611349763314432,1.0454731040114318
2017-03-10,1.0324801284924354,1.0206240030988587,1.0258551185735654,1.0020900236211474,0.9591109844553206,1.0491476982749819
2017-03-13,1.0340763569444336,1.0200050738031492,1.0258255642978147,1.0019096114194384,0.9597970862127858,1.0497601306522404
2017-03-14,1.0289861839913723,1.017259664425453,1.0225113024340486,0.9954033668787363,0.9550276022469765,1.045983464325814
2017-03-15,1.0481727835609063,1.031895474981813,1.0387702769270135,1.0071301078028734,0.9613561186840158,1.0545575176074309
2017-03-16,1.0452469126376056,1.028748775566761,1.0356725933020126,1.0042053764284171,0.9580061821723671,1.0528222925385322
2017-03-17,1.0472276069304116,1.0307995017546918,1.038046987311294,1.008166418420409,0.9582444939038148,1.0512401755639482
2017-03-20,1.0477006324041431,1.0318565219018807,1.039236330152694,1.006620042954204,0.9565332063101154,1.049658058589364
2017-03-21,1.0394403172244056,1.0273629540767177,1.0341164708930373,0.9909353698425702,0.9422094407685963,1.0364397264468714
2017-03-22,1.0419876332201297,1.0295836910963339,1.036624231056286,0.9928967548792477,0.9426796949581278,1.0385832397672756
2017-03-23,1.0417220356731274,1.0290894387072642,1.0362724040913618,0.9928800095681031,0.9423444572820607,1.0372052669184444
2017-03-24,1.0421811371745369,1.0297531951196228,1.0369585733961995,0.9919487726367772,0.9403553777519981,1.0369500867612536
2017-03-27,1.0414987229757349,1.0305332769895648,1.0374475703192494,0.9906384183437472,0.9372061471301776,1.0356231499438604
2017-03-28,1.0477524062361758,1.0333025971203964,1.0409301415641374,1.0003426264212987,0.9461615313135727,1.043074410533837
2017-03-29,1.0519030080316643,1.036997392886537,1.0448882975678135,1.0042108896216442,0.9492630853673049,1.04440134735123
2017-03-30,1.0514300205303293,1.0361908810364941,1.0440671086475588,1.0032951605297857,0.9483171848493691,1.0475655813003981
2017-03-31,1.0502366077253484,1.035965053190852,1.0437465312564338,0.9999474515785234,0.9444932884976175,1.0449627436970503
2017-04-03,1.0514584431686917,1.038402967079324,1.0458843388734018,1.0006992129177372,0.942467018886963,1.0435847708482189
2017-04-04,1.0531866784111013,1.0387495421051576,1.046397869339021,1.0023774271338026,0.9440701337693876,1.0442482392569155
2017-04-05,1.05136436246308,1.0379025576317287,1.0453795373454393,0.9980668606065104,0.9405829592278516,1.0408798611819945
